id,first_name,last_name,birth_date,death_date,place_of_birth,wikipedia_url,start_mandate,end_mandate,country,bio_first_paragraph
Q2124,Valéry,Giscard d'Estaing,1926-02-02,2020-12-02,Koblenz,https://fr.wikipedia.org/wiki/Val%C3%A9ry_Giscard_d%27Estaing,1974-05-27,1981-05-21,fr,"Valéry Giscard dEstaing [valeʁi ʒiskaʁ dɛstɛ̃][d] Écouter — communément appelé « Giscard » ou désigné par ses initiales, « VGE » —, né le 2 février 1926 à Coblence (Allemagne) et mort le 2 décembre 2020 à Authon (France), est un homme dÉtat français, président de la République de 1974 à 1981."
Q2185,Georges,Pompidou,1911-07-05,1974-04-02,Montboudif,https://fr.wikipedia.org/wiki/Georges_Pompidou,1969-06-20,1974-04-02,fr,Gouvernements Pierre Messmer (7 juillet 1972 - 27 mai 1974)
Q5738,Adolphe,Thiers,1797-04-15,1877-09-03,Marseille,https://fr.wikipedia.org/wiki/Adolphe_Thiers,1871-08-31,1873-05-24,fr,Fratrie :
Q7721,Napoléon,Bonaparte,1808-04-20,1873-01-09,Paris,https://fr.wikipedia.org/wiki/Napol%C3%A9on_III,1848-12-20,1852-12-02,fr,Décorations étrangères
Q12680,Paul,Doumer,1857-03-22,1932-05-07,Aurillac,https://fr.wikipedia.org/wiki/Paul_Doumer,1931-06-13,1932-05-07,fr,Sur son assassinat et Paul Gorgulov
Q12950,Alain,Poher,1909-04-17,1996-12-09,Ablon-sur-Seine,https://fr.wikipedia.org/wiki/Alain_Poher,1969-04-28,1969-06-20,fr,"Alain Poher, né le 17 avril 1909 à Ablon-sur-Seine (Seine-et-Oise) et mort le 9 décembre 1996 à Paris 16e, est un homme dÉtat français."
Q158749,Albert,Lebrun,1871-08-29,1950-03-06,Mercy-le-Haut,https://fr.wikipedia.org/wiki/Albert_Lebrun,1932-05-10,1940-07-11,fr,"Albert Lebrun, né le 29 août 1871 à Mercy-le-Haut (alors en Moselle restée française après le traité de Francfort) et mort le 6 mars 1950 à Paris (alors dans le département de la Seine), est un homme dÉtat français. Il est président de la République française du 10 mai 1932 au 11 juillet 1940 (le dernier de la IIIe République)."
Q158768,René,Coty,1882-03-20,1962-11-22,Le Havre,https://fr.wikipedia.org/wiki/Ren%C3%A9_Coty,1954-01-16,1959-01-08,fr,"René Coty, né le 20 mars 1882 au Havre et mort le 22 novembre 1962 dans la même ville, est un homme dÉtat français. Il est président de la République du 16 janvier 1954 au 8 janvier 1959."
Q158772,Vincent,Auriol,1884-08-27,1966-01-01,Revel,https://fr.wikipedia.org/wiki/Vincent_Auriol,1947-01-16,1954-01-16,fr,"Vincent Auriol, né le 27 août 1884 à Revel (Haute-Garonne) et mort le 1er janvier 1966 à Paris, est un homme dÉtat français. Il est président de la République du 16 janvier 1947 au 16 janvier 1954."
Q158838,Patrice,de Mac Mahon,1808-06-13,1893-10-17,Sully,https://fr.wikipedia.org/wiki/Patrice_de_Mac_Mahon,1873-05-24,1879-01-30,fr,"Patrice de Mac Mahon[b], comte de Mac Mahon, 1er duc de Magenta, maréchal de France, né le 13 juin 1808 au château de Sully (Saône-et-Loire) et mort le 17 octobre 1893 à Montcresson (Loiret), est un militaire et homme d’État français, président de la République du 24 mai 1873 au 30 janvier 1879."
Q169502,Émile,Loubet,1838-12-31,1929-12-20,Marsanne,https://fr.wikipedia.org/wiki/%C3%89mile_Loubet,1899-02-18,1906-02-18,fr,"Émile Loubet, né le 30 décembre 1838 à Marsanne (Drôme) et mort le 20 décembre 1929 à Montélimar (Drôme), est un homme dÉtat français. Il est président de la République française du 18 février 1899 au 18 février 1906."
Q191974,Raymond,Poincaré,1860-08-20,1934-10-15,Bar-le-Duc,https://fr.wikipedia.org/wiki/Raymond_Poincar%C3%A9,1913-02-18,1920-02-18,fr,"Raymond Poincaré, du nom complet Raymond Nicolas Landry Poincaré, est né le 20 août 1860 à Bar-le-Duc (Meuse) et mort le 15 octobre 1934 à Paris, est un avocat et homme dÉtat français. Il est le président de la République française du 18 février 1913 au 18 février 1920."
Q215778,Marie,Carnot,1837-08-11,1894-06-25,Limoges,https://fr.wikipedia.org/wiki/Sadi_Carnot_(homme_d%27%C3%89tat),1887-12-03,1894-06-25,fr,"Marie François Sadi Carnot, plus souvent appelé Sadi Carnot, est un homme dÉtat français, né le 11 août 1837 à Limoges et mort assassiné le 25 juin 1894 à Lyon. Il est président de la République du 3 décembre 1887 à sa mort."
Q274540,Alexandre,Millerand,1859-02-10,1943-04-06,Paris,https://fr.wikipedia.org/wiki/Alexandre_Millerand,1920-09-23,1924-06-11,fr,"Alexandre Millerand, né le 10 février 1859 à Paris et mort le 6 avril 1943 à Versailles, est un homme dÉtat français. Il est président du Conseil du 20 janvier au 23 septembre 1920, puis président de la République du 23 septembre 1920 au 11 juin 1924."
Q296064,Gaston,Doumergue,1863-08-01,1937-06-18,Aigues-Vives,https://fr.wikipedia.org/wiki/Gaston_Doumergue,1924-06-13,1931-06-13,fr,"Gaston Doumergue, né le 1er août 1863 à Aigues-Vives (Gard) et mort le 18 juin 1937 dans la même ville, est un homme dÉtat français. Il est président de la République française du 13 juin 1924 au 13 juin 1931."
Q296076,Félix,Faure,1841-01-30,1899-02-16,Paris,https://fr.wikipedia.org/wiki/F%C3%A9lix_Faure,1895-01-17,1899-02-16,fr,"Félix Faure, né le 30 janvier 1841 à Paris et mort le 16 février 1899 dans la même ville, est un homme dÉtat français. Il est président de la République du 17 janvier 1895 à sa mort."
Q296083,Jules,Grévy,1807-08-15,1891-09-09,Mont-sous-Vaudrey,https://fr.wikipedia.org/wiki/Jules_Gr%C3%A9vy,1879-01-30,1887-12-02,fr,"François Judith Paul Grévy, né le 15 août 1807 à Mont-sous-Vaudrey et mort le 9 septembre 1891 dans la même commune, est un homme dÉtat français, président de la République du 30 janvier 1879 au 2 décembre 1887."
Q296673,Clément,Fallières,1841-11-06,1931-06-22,Mézin,https://fr.wikipedia.org/wiki/Armand_Falli%C3%A8res,1906-02-18,1913-02-18,fr,"Armand Fallières, né le 6 novembre 1841 à Mézin (Lot-et-Garonne) et mort le 22 juin 1931 à Villeneuve-de-Mézin (Lot-et-Garonne), est un homme dÉtat français, président de la République française de 1906 à 1913."
Q309995,Paul,Deschanel,1855-02-13,1922-04-28,Schaerbeek - Schaarbeek,https://fr.wikipedia.org/wiki/Paul_Deschanel,1920-02-18,1920-09-21,fr,"Paul Deschanel, né le 13 février 1855 à Schaerbeek (Belgique) et mort le 28 avril 1922 à Paris (France), est un homme dÉtat, journaliste et écrivain français, président de la République du 18 février au 21 septembre 1920."
Q312026,Georges,Bidault,1899-10-05,1983-01-27,Moulins,https://fr.wikipedia.org/wiki/Georges_Bidault,1946-06-24,1946-10-14,fr,"Georges Bidault, né le 5 octobre 1899 à Moulins (Allier) et mort le 27 janvier 1983 à Cambo-les-Bains (Pyrénées-Atlantiques), est un résistant et un homme dÉtat français."
Q315656,Jean,Casimir-Perier,1847-11-08,1907-03-11,Paris,https://fr.wikipedia.org/wiki/Jean_Casimir-Perier,1894-06-27,1895-01-16,fr,"Jean Casimir-Perier, né le 8 novembre 1847 à Paris et mort le 11 mars 1907 dans la même ville, est un homme dÉtat français. Il est président de la République française du 27 juin 1894 au 16 janvier 1895."
Q356032,Charles,Dupuy,1851-11-05,1923-07-23,Le Puy-en-Velay,https://fr.wikipedia.org/wiki/Charles_Dupuy,1894-06-25,1894-06-27,fr,"Charles Dupuy, né le 5 novembre 1851 au Puy-en-Velay et mort le 23 juillet 1923 à Ille-sur-Têt, est un homme dÉtat français. Il occupe à plusieurs reprises la fonction de président du Conseil sous la IIIe République, entre 1893 et 1899. Il est également président de la Chambre des députés de 1893 à 1894."
Q379702,Louis,Cavaignac,1802-10-15,1857-10-28,Paris,https://fr.wikipedia.org/wiki/Eug%C3%A8ne_Cavaignac,1848-06-28,1848-12-20,fr,"Louis Eugène Cavaignac, connu aussi sous le nom de général Cavaignac, né le 23 vendémiaire an XI (15 octobre 1802) à Paris et mort le 28 octobre 1857 dans son château dOurne à Flée, est un général et homme dÉtat français. "
Q441235,Louis,None,1815-03-12,1896-10-07,Le Palais,https://fr.wikipedia.org/wiki/Louis_Jules_Trochu,1870-09-04,1871-01-22,fr,"Louis-Jules Trochu, né au Palais à Belle-Île-en-Mer (Morbihan) le 12 mars 1815 et mort à Tours (Indre-et-Loire) le 7 octobre 1896, est un général de division et homme dÉtat français sous le Second Empire. Élève de Saint-Cyr et de lÉcole dapplication du Corps royal détat-major, gouverneur de Paris, il prend le pouvoir à la suite de la proclamation de la République en 1870, et met en place un gouvernement de la Défense nationale le 4 septembre 1870. Il quitte le pouvoir le 17 février 1871 et met fin à son gouvernement après avoir tenté de poursuivre la guerre franco-allemande."
Q459212,Frédéric,None,1874-03-16,1958-05-20,Paris,https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Fran%C3%A7ois-Marsal,1924-06-11,1924-06-13,fr,"Frédéric François-Marsal, né le 16 mars 1874 à Paris et mort le 20 mai 1958 à Gisors, est un homme daffaires et un homme politique français de la droite républicaine, dont la carrière politique a culminé avec son bref passage à la présidence du Conseil en 1924."
Q3052772,Emmanuel,Macron,1977-12-21,,Amiens,https://fr.wikipedia.org/wiki/Emmanuel_Macron,2017-05-14,,fr,"Emmanuel Macron (/ɛmanɥɛl makʁɔ̃/[e] Écouter), né le 21 décembre 1977 à Amiens (Somme), est un haut fonctionnaire et homme dÉtat français. Il est président de la République française depuis le 14 mai 2017."
Q12978,Guy,Verhofstadt,1953-04-11,,Dendermonde,https://nl.wikipedia.org/wiki/Guy_Verhofstadt,1999-07-12,2008-03-20,be,"Guy Maurice Marie-Louise Verhofstadt (uitspraakⓘ) (Dendermonde, 11 april 1953) is een Belgisch politicus voor de Open Vlaamse Liberalen en Democraten (Open Vld). Hij was premier van België van 12 juli 1999 tot 20 maart 2008 in drie regeringen. Nu is hij lid van het Europees Parlement, waar hij van 2009 tot 2019 fractieleider van de Alliantie van Liberalen en Democraten voor Europa (ALDE) was."
Q12981,Yves,Leterme,1960-10-06,,Wervik,https://nl.wikipedia.org/wiki/Yves_Leterme,2009-11-25,2011-12-06,be,"Yves Camille Désiré Leterme (Wervik, 6 oktober 1960) is een Belgisch politicus. Hij was onder meer Vlaams minister-president en premier van België. Hij was lang boegbeeld van de CD&V en boegbeeld van het toenmalige kartel CD&V/N-VA."
Q12983,Herman,None,1947-10-31,,Etterbeek,https://nl.wikipedia.org/wiki/Herman_Van_Rompuy,2008-12-30,2009-11-25,be,"Herman Achille graaf Van Rompuy (Etterbeek, 31 oktober 1947) is een Belgische politicus van de christendemocratische partij CD&V. Hij was tussen 30 december 2008 en 25 november 2009 de premier van België en van 1 januari 2010 tot en met 30 november 2014 voorzitter van de Europese Raad, in de media vaak incorrect president van Europa genoemd. Op 19 november 2009 werd bekendgemaakt dat hij was verkozen tot de eerste permanente voorzitter en op 1 maart 2012 werd Van Rompuy met algemene stemmen door de 27 staatshoofden en regeringsleiders van de EU voor een tweede mandaat benoemd. Na deze termijn was hij niet meer herkiesbaar."
Q14989,Léon,Delacroix,1867-12-27,1929-10-15,Saint-Josse-ten-Noode,https://nl.wikipedia.org/wiki/L%C3%A9on_Delacroix,1918-11-21,1920-11-20,be,"Léon Fréderic Gustave Delacroix (Sint-Joost-ten-Node, 27 december 1867 – Baden-Baden, 15 oktober 1929) was een Belgisch katholiek politicus. De Léon Delacroixstraat in Anderlecht en het metrostation Delacroix werden naar hem vernoemd."
Q14990,Henry,Carton,1869-01-31,1951-05-06,Brussels,https://nl.wikipedia.org/wiki/Henri_Carton_de_Wiart,1920-11-20,1921-12-16,be,"Henri Victor Marie Ghislain graaf Carton de Wiart (Brussel, 31 januari 1869 – Ukkel, 6 mei 1951) (ook als Henry vermeld) was een Belgische politicus. Hij was Eerste Minister van 1920 tot 1921."
Q14991,Georges,Theunis,1873-02-28,1966-01-04,Montegnée,https://nl.wikipedia.org/wiki/Georges_Theunis,1934-11-20,1935-03-25,be,"Georges Emile Pierre Léonard Theunis (Montegnée, 28 februari 1873 – Brussel, 4 januari 1966) was een Belgisch politicus van de Katholieke Partij."
Q14992,Aloïs,Van de Vyvere,1871-06-08,1961-10-22,Tielt,https://nl.wikipedia.org/wiki/Aloys_Van_de_Vyvere,1925-05-13,1925-06-17,be,"Aloys Jean Maria Joseph Van de Vyvere (Tielt, 8 juni 1871 - Parijs, 22 oktober 1961) was een Belgisch katholiek volksvertegenwoordiger en minister."
Q14993,Prosper,Poullet,1868-03-05,1937-12-03,Leuven,https://nl.wikipedia.org/wiki/Prosper_Poullet,1925-06-17,1926-05-20,be,"Prosper Antoine Marie Joseph burggraaf Poullet (Leuven, 5 maart 1868 - 3 december 1937) was een Belgisch politicus."
Q14994,Henri,Jaspar,1870-07-28,1939-02-15,Schaerbeek - Schaarbeek,https://nl.wikipedia.org/wiki/Henri_Jaspar,1926-05-20,1931-06-06,be,"Henri Jaspar (Schaarbeek, 28 juli 1870 - Sint-Gillis, 15 februari 1939) was een Belgisch katholiek politicus, die twee keer premier van België was."
Q14995,Jules,None,1862-12-03,1934-07-15,Ixelles - Elsene,https://nl.wikipedia.org/wiki/Jules_Renkin,1931-06-06,1932-10-22,be,"Jules Laurent Jean Louis Renkin (Elsene, 3 december 1862 - Brussel, 15 juli 1934) was een Belgisch katholiek politicus."
Q14996,Paul,Van Zeeland,1893-11-11,1973-09-22,Soignies,https://nl.wikipedia.org/wiki/Paul_van_Zeeland,1935-03-25,1937-11-24,be,"Paul Guillaume van Zeeland (Zinnik, 11 november 1893 – Brussel, 22 september 1973) was een Belgisch advocaat, econoom, katholiek politicus en staatsman."
Q14997,Achille,Van Acker,1898-04-08,1975-07-10,Bruges,https://nl.wikipedia.org/wiki/Achiel_Van_Acker,1954-04-23,1958-06-26,be,"Achille Honoré (Achiel) Van Acker uitspraakⓘ (Brugge, 8 april 1898 – aldaar, 10 juli 1975) was een Belgisch socialistisch politicus. Hij was viermaal premier van België."
Q14998,Camille,Huysmans,1871-05-26,1968-02-25,Bilzen,https://nl.wikipedia.org/wiki/Camille_Huysmans,1946-08-03,1947-03-20,be,"Jean Joseph Camille Huysmans (ook Kamiel Huysmans genoemd (Bilzen, 26 mei 1871 - Antwerpen, 25 februari 1968), geboren als Camiel Hansen, was een Belgisch journalist en socialistisch politicus voor de BWP / BSP."
Q14999,Gaston,Eyskens,1905-04-01,1988-01-03,Lier,https://nl.wikipedia.org/wiki/Gaston_Eyskens,1968-07-17,1973-01-26,be,"Gaston François Marie burggraaf Eyskens (Lier, 1 april 1905 – Leuven, 3 januari 1988) was drie maal christendemocratisch eerste minister van België in de periode tussen 1949 en 1973. Hij was de eerste Belgische regeringsleider die geboren was in de 20e eeuw."
Q15002,Leo,Tindemans,1922-04-16,2014-12-26,Zwijndrecht,https://nl.wikipedia.org/wiki/Leo_Tindemans,1974-04-25,1978-10-20,be,"Leonard Clemence (Leo) Tindemans (Zwijndrecht, 16 april 1922 – Edegem, 26 december 2014) was een Belgisch politicus voor de CVP  en minister van staat. Hij was eerste minister van twee regeringen in België (periode van 25 april 1974 tot 20 oktober 1978) en behaalde het grootste aantal voorkeurstemmen in de Belgische geschiedenis bij de Europese verkiezingen van 1979. Daardoor kreeg hij de bijnaam de man van 1 miljoen stemmen."
Q15048,Elio,Di Rupo,1951-07-18,,Morlanwelz,https://nl.wikipedia.org/wiki/Elio_Di_Rupo,2011-12-06,2014-10-11,be,"Elio Di Rupo (Morlanwelz, 18 juli 1951) is een Belgische politicus voor de Parti Socialiste (PS). Van 6 december 2011 tot 11 oktober 2014 was hij premier van België en werd meermaals minister en minister-president van de Waalse Regering."
Q15056,Jean-Luc,Dehaene,1940-08-07,2014-05-15,Montpellier,https://nl.wikipedia.org/wiki/Jean-Luc_Dehaene,1992-03-07,1999-07-12,be,"Jean Luc Joseph Marie Dehaene uitspraakⓘ (Montpellier, 7 augustus 1940 – Quimper, 15 mei 2014) was van 1992 tot 1999 premier van België. Hij was lid van de toenmalige CVP (nu CD&V). Onder zijn regering werd België een volwaardige federale staat. Dehaene leidde twee coalitieregeringen met de socialisten en bekleedde verschillende ministerposten voor hij in 1992 eerste minister werd. Van 2000 tot 2007 was hij burgemeester van Vilvoorde. In 2002 werd hij voorgedragen als vicevoorzitter van de Europese Conventie."
Q15956,Frans,Schollaert,1851-08-19,1917-06-29,Wilsele,https://nl.wikipedia.org/wiki/Frans_Schollaert,1908-01-09,1911-06-17,be,"François Victor Marie Ghislain (Frans) Schollaert (Wilsele, 19 augustus 1851 - Sainte-Adresse, 25 juni 1917) was een Belgisch katholiek politicus."
Q143202,Pieter,Decker,1812-01-25,1891-01-04,Zele,https://nl.wikipedia.org/wiki/Pieter_de_Decker,1855-03-30,1857-11-09,be,"Pierre Jacques François (Pieter) de Decker (Zele, 25 januari 1812 - Schaarbeek, 4 januari 1891) was een Belgisch politicus en auteur."
Q155691,Paul-Henri,Spaak,1899-01-25,1972-07-31,Schaerbeek - Schaarbeek,https://nl.wikipedia.org/wiki/Paul-Henri_Spaak,1947-03-20,1949-08-11,be,"Paul-Henri Charles Spaak uitspraakⓘ (Schaarbeek, 25 januari 1899 - Eigenbrakel, 31 juli 1972) was een Belgisch socialistisch politicus en regeringsleider."
Q202049,Auguste,Beernaert,1829-07-26,1912-10-06,Ostend,https://nl.wikipedia.org/wiki/Auguste_Beernaert,1884-10-26,1894-03-26,be,"Auguste Marie François (August) Beernaert (Oostende, 26 juli 1829 – Luzern, 6 oktober 1912) was een Belgisch katholiek politicus en mensenrechtenactivist. In 1909 won hij de Nobelprijs voor de Vrede."
Q221781,Théodore,Lefèvre,1914-01-17,1973-09-18,Ghent,https://nl.wikipedia.org/wiki/Th%C3%A9o_Lef%C3%A8vre,1961-04-25,1965-07-28,be,"Théodore Joseph Albéric Marie Lefèvre (Gent, 17 januari 1914 – Sint-Lambrechts-Woluwe, 18 september 1973) was een Belgisch politicus. Hij was premier van België van 1961 tot 1965, aan het hoofd van de regering Lefèvre-Spaak."
Q250021,Paul,None,1919-05-22,2001-01-09,Forest,https://nl.wikipedia.org/wiki/Paul_Vanden_Boeynants,1978-10-20,1979-04-03,be,"Van 1966 tot 1968 was Paul vanden Boeynants premier van de rooms-blauwe regering-Vanden Boeynants I. VDBs eerste regering viel op 7 februari 1968 over de kwestie Leuven Vlaams. Een dag eerder had Kamerlid Jan Verroken, fractieleider van de toen nog unitaire regeringspartij CVP/PSC en sindsdien berucht als le tombeur de VDB, in het parlement een interpellatie gehouden over de overheveling van de Franstalige afdeling van de KUL naar Wallonië, een rebelse daad die de Franstalige christendemocraten niet wilden aanvaarden. Na de parlementsverkiezingen van 31 maart 1968 werd VDB, die in de Brusselse kieskantons in dissidentie met het arrondissementeel Comité van de PSC (die met een eigen franstalige lijst opkwam), met een tweetalige VdB-CVP-kartellijst van communautair gematigde christendemocraten en met een gepersonaliseerde campagne (met 20 m²-grote affiches met tricolore band) een sterk resultaat (25,7%) had behaald, op 7 mei aangesteld als formateur. In die hoedanigheid bracht VDB een regering van socialisten en christendemocraten tot stand, maar droeg hij het premierschap over aan zijn partijgenoot Gaston Eyskens. VDBs voorkeur ging immers uit naar een klassieke tripartite waarvan ook de liberalen deel uitmaakten. "
Q289570,Étienne,Gerlache,1785-12-26,1871-02-10,Château of Biourge,https://nl.wikipedia.org/wiki/Etienne_de_Gerlache,1831-02-27,1831-03-10,be,"Etienne Constantin baron de Gerlache (Biourge, 25 december 1785 - Elsene, 10 februari 1871) was advocaat, politicus en magistraat in het Verenigd Koninkrijk der Nederlanden en in België."
Q313809,Wilfried,Martens,1936-04-19,2013-10-09,Sleidinge,https://nl.wikipedia.org/wiki/Wilfried_Martens,1981-12-17,1992-03-07,be,"Wilfried Achiel Emma Martens uitspraakⓘ (Sleidinge, 19 april 1936 – Lokeren, 9 oktober 2013) was een Vlaams-Belgische politicus voor de CD&V (vroeger CVP) en was van april 1979 tot maart 1992 (met een korte onderbreking) eerste minister van België."
Q349477,Mark,Eyskens,1933-04-29,,Leuven,https://nl.wikipedia.org/wiki/Mark_Eyskens,1981-04-06,1981-12-17,be,"Marc Maria Frans burggraaf Eyskens (uitspraakⓘ) (Leuven, 29 april 1933) is een Belgische emeritus hoogleraar, econoom, politicus en essayist. Van april tot december 1981 was hij premier van België."
Q363942,Pierre,Harmel,1911-03-16,2009-11-15,Uccle,https://nl.wikipedia.org/wiki/Pierre_Harmel,1965-07-28,1966-03-19,be,"Pierre Charles José Marie graaf Harmel (Ukkel, 16 maart 1911 – Brussel, 15 november 2009) was een Belgisch advocaat, hoogleraar en christendemocratisch staatsman."
Q442578,Hubert,Pierlot,1883-12-23,1963-12-13,Bertrix,https://nl.wikipedia.org/wiki/Hubert_Pierlot,1939-02-22,1945-02-12,be,"Hubert Marie Eugène Pierlot (Cugnon, 23 december 1883 – Ukkel, 13 december 1963) was de Belgische eerste minister van 1939 tot 1945."
Q446472,Jean-Baptiste,Nothomb,1805-07-03,1881-09-16,Messancy,https://nl.wikipedia.org/wiki/Jean-Baptiste_Nothomb,1841-04-13,1845-07-30,be,"Jean Baptiste Nothomb (Messancy, 3 juli 1805 – Berlijn, 16 september 1881) was een Belgisch staatsman en diplomaat die een belangrijke rol speelde bij het tot stand komen van de Belgische staat. Zo was hij een van de opstellers van de Belgische grondwet en onderhandelde hij over de verdragen die de Belgische onafhankelijkheid garandeerden."
Q461745,Edmond,None,1915-04-18,1997-06-15,Lantremange,https://nl.wikipedia.org/wiki/Edmond_Leburton,1973-01-26,1974-04-25,be,"Edmond Jules Isidore Leburton (Lantremange, 18 april 1915 – Borgworm, 15 juni 1997) was een Belgisch politicus voor de PSB."
Q461753,Jean,None,1900-04-10,1977-10-11,Frasnes-lez-Gosselies,https://nl.wikipedia.org/wiki/Jean_Duvieusart,1950-06-08,1950-08-16,be,"Jean Pierre Armand Ghislain Marie Duvieusart (Frasnes-lez-Gosselies, 10 april 1900 – Couillet, 11 oktober 1977) was een Belgisch advocaat en katholiek politicus."
Q468104,Joseph,Lebeau,1794-01-03,1865-03-19,Huy,https://nl.wikipedia.org/wiki/Joseph_Lebeau,1840-04-18,1841-04-13,be,"Jean Louis Joseph Lebeau (Hoei, 2 januari 1794 – aldaar, 19 maart 1865) was lid van het Nationaal Congres, Belgisch liberaal volksvertegenwoordiger en eerste minister."
Q468109,Charles,Rogier,1800-08-17,1885-05-27,Saint-Quentin,https://nl.wikipedia.org/wiki/Charles_Rogier,1857-11-09,1868-01-03,be,"Charles Latour Rogier (Nederlands, verouderd: Karel Rogier; Saint-Quentin 17 augustus 1800 – Sint-Joost-ten-Node, 27 mei 1885) was een Belgisch politicus en een van de grondleggers van de Belgische staat."
Q472257,Barthélemy,None,1794-02-26,1874-08-24,Kasteel van Schabroek,https://nl.wikipedia.org/wiki/Barth%C3%A9lemy_de_Theux_de_Meylandt,1871-12-07,1874-08-21,be,"Barthélemy-Théodore graaf de Theux de Meylandt (Sint-Truiden, 26 februari 1794 – Heusden, 21 augustus 1874) was een Belgisch staatsman, eerste minister en lid van het Nationaal Congres."
Q472276,Felix,None,1793-04-05,1862-08-05,Pittem,https://nl.wikipedia.org/wiki/Felix_de_M%C3%BBelenaere,1831-07-24,1832-10-20,be,"Felix Amandus de Mûelenaere (Pittem, 9 april 1793 – aldaar, 5 augustus 1862) was een Belgisch unionistisch politicus."
Q476596,Alexander,De Croo,1975-11-03,,Vilvoorde,https://nl.wikipedia.org/wiki/Alexander_De_Croo,2020-10-01,,be,"Alexander Francis Herman De Croo (Vilvoorde, 3 november 1975) is een Belgisch politicus voor Open Vld. Sedert 1 oktober 2020 is De Croo premier van België van de zogenaamde Vivaldicoalitie. Hij volgde Sophie Wilmès op en is de eerste Vlaamse premier in iets minder dan 10 jaar."
Q527479,Henri,de Brouckère,1801-01-25,1891-01-25,Bruges,https://nl.wikipedia.org/wiki/Henri_de_Brouck%C3%A8re,1852-10-31,1855-03-30,be,"Henri Ghislain Joseph Marie Hyacinthe de Brouckère (Brugge, 25 januari 1801 - Brussel, 25 januari 1891) was een Belgisch liberaal politicus. Hij was onder meer eerste minister, volksvertegenwoordiger en lid van het Belgisch Nationaal Congres."
Q533339,Albert,None,1790-05-26,1873-05-05,Tournai,https://nl.wikipedia.org/wiki/Albert_Goblet_d%27Alviella,1832-10-20,1834-08-04,be,"Albert Joseph Goblet, sinds 1838 graaf Goblet dAlviella (Doornik, 26 mei 1790 – Brussel, 5 mei 1873) was een Belgisch politicus en officier."
Q546727,Sylvain,Weyer,1802-01-19,1874-05-23,Leuven,https://nl.wikipedia.org/wiki/Sylvain_Van_de_Weyer,1845-07-30,1846-03-31,be,"Jean-Sylvain Van de Weyer  (Leuven, 19 januari 1802 – Londen, 23 mei 1874), beter bekend als Sylvain Van de Weyer, was een van de grondleggers van de Belgische Staat, en later ook eerste minister."
Q569138,Jules,Burlet,1844-04-10,1897-03-01,Ixelles - Elsene,https://nl.wikipedia.org/wiki/Jules_de_Burlet,1894-03-26,1896-02-25,be,"Jules Philippe Marie de Burlet (Elsene, 10 april 1844 - Nijvel, 1 maart 1897) was een Belgisch katholiek politicus."
Q665955,Paul-Émile,None,1872-05-30,1944-03-03,Brussels metropolitan area,https://nl.wikipedia.org/wiki/Paul-Emile_Janson,1937-11-24,1938-05-15,be,"Paul-Emile Janson (Brussel, 30 mei 1872 - concentratiekamp Buchenwald, 3 maart 1944) was de Belgische eerste minister van november 1937 tot mei 1938."
Q678535,Jules,Malou,1810-10-19,1886-07-11,Ypres,https://nl.wikipedia.org/wiki/Jules_Malou,1884-06-16,1884-10-26,be,"Jules Edouard François-Xavier Malou (Ieper, 19 oktober 1810 - Sint-Lambrechts-Woluwe, 11 juli 1886) was een Belgisch politicus. Hij was onder meer leider van de Katholieke Partij, volksvertegenwoordiger, senator en eerste minister."
Q705103,Charles,Broqueville,1860-12-04,1940-09-05,Postel,https://nl.wikipedia.org/wiki/Charles_de_Broqueville,1932-10-22,1934-11-20,be,"Charles Marie Pierre Albert graaf de Broqueville (Postel (Mol), 4 december 1860 - Brussel, 5 september 1940) was de Belgische kabinetsleider tijdens de Eerste Wereldoorlog (van 17 juni 1911 tot 1 juni 1918) en eerste minister van 22 oktober 1932 tot 20 november 1934. Hij was lid van de Katholieke Partij."
Q705111,Joseph,Pholien,1884-12-28,1968-01-04,Liège,https://nl.wikipedia.org/wiki/Joseph_Pholien,1950-08-16,1952-01-15,be,"Joseph Clovis Louis Marie Emmanuel Pholien (Luik, 28 december 1884 – Brussel, 4 januari 1968) was een Belgisch politicus van de PSC."
Q705128,Jean,Van Houtte,1907-03-17,1991-05-23,Ghent,https://nl.wikipedia.org/wiki/Jean_Van_Houtte,1952-01-15,1954-04-23,be,"Jean Maria Josephus baron Van Houtte (Gent, 17 maart 1907 – Brussel, 23 mei 1991) was een Belgisch advocaat, hoogleraar en politicus van de CVP."
Q705791,Walthère,Frère,1812-04-22,1896-01-02,Liège,https://nl.wikipedia.org/wiki/Walth%C3%A8re_Fr%C3%A8re-Orban,1878-06-19,1884-06-16,be,"Hubert Joseph Walthère Frère-Orban (Luik, 24 april 1812 – Brussel, 2 januari 1896) was een Belgisch liberaal politicus die zijn stempel heeft gedrukt op de eerste halve eeuw onafhankelijkheid van België."
Q719483,Gérard,Cooreman,1852-03-25,1926-12-02,Ghent,https://nl.wikipedia.org/wiki/Gerard_Cooreman,1918-06-01,1918-11-21,be,"Gérard François Marie (Gerard) Cooreman (Gent, 25 maart 1852 – Brussel, 2 december 1926) was een Belgisch advocaat en politicus voor de katholieke Partij."
